Lat,Long
53.2821,-6.3049
53.2965,-6.2385
53.2791,-6.2339
53.3117,-6.2865
53.2596,-6.1389
53.2719,-6.1535
53.3454,-6.3278
53.2736,-6.3000
53.3017,-6.1327
53.3333,-6.2743
53.3386,-6.0685
53.3263,-6.1178
53.2754,-6.0100
53.2696,-6.1136
53.2835,-6.1101
53.3018,-6.0282
53.3442,-6.1425
53.2622,-6.3407
53.3059,-6.0984
53.3085,-6.1538
53.2540,-6.3417
53.2875,-6.2793
53.3067,-6.2856
53.2626,-6.0296
53.3014,-6.1481
53.3088,-6.0964
53.3419,-6.0645
53.2644,-6.2441
53.3157,-6.0736
53.3020,-6.1233
53.3050,-6.0500
53.3088,-6.0951
53.3083,-6.3113
53.2801,-6.2161
53.3457,-6.2741
53.2550,-6.2584
53.2850,-6.2285
53.2946,-6.0155
53.2910,-6.2233
53.3123,-6.0050
53.2896,-6.2373
53.3230,-6.0910
53.2794,-6.3368
53.3208,-6.1827
53.2695,-6.1514
53.3329,-6.3080
53.3361,-6.1628
53.2906,-6.2168
53.2973,-6.0090
53.2549,-6.1656
53.2769,-6.3311
53.2750,-6.2765
53.2884,-6.0419
53.3178,-6.1854
53.3199,-6.2233
53.3149,-6.1504
53.2750,-6.0928
53.3330,-6.2818
53.2667,-6.2531
53.3259,-6.3284
53.3212,-6.0115
53.3134,-6.0031
53.2740,-6.2037
53.3430,-6.1034
53.3249,-6.3082
53.3041,-6.2067
53.3458,-6.3312
53.3028,-6.2433
53.2960,-6.3064
53.2634,-6.1623
53.2613,-6.3382
53.2881,-6.0041
53.2721,-6.2993
53.3318,-6.0299
53.3103,-6.2441
53.2912,-6.0705
53.3495,-6.3171
53.2985,-6.0856
53.2769,-6.1068
53.3477,-6.1355
53.3135,-6.1476
53.3083,-6.1579
53.3378,-6.1402
53.3213,-6.1754
53.2810,-6.2175
53.3009,-6.2675
53.3271,-6.0809
53.2620,-6.0054
53.3005,-6.0489
53.3238,-6.1482
53.2677,-6.2132
53.3272,-6.1156
53.3322,-6.0029
53.2636,-6.2558
53.3232,-6.1321
53.2615,-6.3142
53.2742,-6.3185
53.2780,-6.2858
53.3490,-6.0400
53.2508,-6.0430
53.3158,-6.1153
53.2513,-6.3198
53.3282,-6.2246
53.2518,-6.0312
53.2620,-6.2530
53.2926,-6.2647
53.3493,-6.2221
53.3204,-6.0521
53.3283,-6.0270
53.3236,-6.0738
53.3443,-6.0227
53.3358,-6.2713
53.2575,-6.1906
53.2923,-6.0213
53.2504,-6.2257
53.3274,-6.1989
53.2826,-6.1007
53.3216,-6.2799
53.3270,-6.1152
53.2935,-6.2952
53.2688,-6.1046
53.3342,-6.1223
53.3496,-6.0177
53.2930,-6.1659
53.3115,-6.2142
53.3036,-6.1873
53.2612,-6.2287
53.2515,-6.3417
53.2831,-6.1483
53.2761,-6.2539
53.2847,-6.1020
53.2533,-6.0231
53.3436,-6.1006
53.2649,-6.2509
53.2528,-6.1507
53.2796,-6.1846
53.3020,-6.0877
53.3424,-6.2442
53.3455,-6.2566
53.3483,-6.3059
53.2844,-6.3078
53.3167,-6.2929
53.3230,-6.2522
53.3491,-6.1585
53.2513,-6.3178
53.2666,-6.0182
53.2857,-6.3292
53.3048,-6.1167
53.2589,-6.0192
53.3234,-6.2377
53.2868,-6.2467
53.2707,-6.3113
53.2729,-6.0592
53.3196,-6.1388
53.2546,-6.0324
53.2893,-6.0345
53.3335,-6.3259
53.2679,-6.2073
53.3488,-6.2857
53.2908,-6.1799
53.3212,-6.3199
53.3017,-6.2858
53.3478,-6.0740
53.3203,-6.2928
53.3137,-6.2925
53.2552,-6.1399
53.3380,-6.2008
53.3225,-6.0095
53.3275,-6.0160
53.2774,-6.1441
53.2591,-6.0466
53.2829,-6.3331
53.3073,-6.2180
53.2965,-6.0060
53.2976,-6.2961
53.2848,-6.2076
53.2685,-6.0779
53.2613,-6.1185
53.2729,-6.0782
53.2642,-6.2615
53.2662,-6.1580
53.2577,-6.0627
53.2649,-6.2918
53.3098,-6.3259
53.3024,-6.1807
53.2883,-6.0232
53.3016,-6.2537
53.2591,-6.0262
53.2660,-6.1007
53.3285,-6.0871
53.3153,-6.2788
53.2705,-6.2626
53.3392,-6.2874
53.3438,-6.3037
53.2946,-6.3147
53.2828,-6.0075
53.3378,-6.1718
53.3417,-6.1598
53.3247,-6.0958
53.3043,-6.3293
53.2619,-6.0459
53.3488,-6.1797
53.2972,-6.0987
53.2615,-6.0113
53.3413,-6.0645
53.2946,-6.1743
53.3140,-6.2271
53.2584,-6.2764
53.3153,-6.2125
53.3005,-6.1169
53.2554,-6.2285
53.2666,-6.0443
53.2767,-6.0791
53.3175,-6.0763
53.3351,-6.2964
53.2912,-6.0274
53.2892,-6.2439
53.2982,-6.2742
53.3401,-6.1795
53.2733,-6.2094
53.3152,-6.1139
53.3318,-6.3209
53.3390,-6.2279
53.2780,-6.2520
53.2836,-6.0697
53.3102,-6.2905
53.3240,-6.2452
53.2792,-6.2620
53.2540,-6.3116
53.2554,-6.1843
53.2820,-6.1125
53.3091,-6.0781
53.3077,-6.1908
53.2505,-6.2361
53.2552,-6.2459
53.3280,-6.2209
53.2668,-6.2341
53.2990,-6.1626
53.3257,-6.0543
53.2760,-6.2706
53.2793,-6.3118
53.2666,-6.1379
53.2597,-6.1300
53.2888,-6.3305
53.3248,-6.1403
53.2843,-6.1177
53.3188,-6.0677
53.3286,-6.1439
53.2623,-6.1195
53.2957,-6.2993
53.2819,-6.1793
53.3106,-6.2544
53.2994,-6.1615
53.2512,-6.2118
53.2953,-6.2865
53.3024,-6.1442
53.2705,-6.0345
53.2784,-6.3432
53.2704,-6.0109
53.2798,-6.1895
53.3022,-6.1235
53.2575,-6.2880
53.3336,-6.2873
53.3228,-6.1266
53.2672,-6.1544
53.3067,-6.2342
53.2616,-6.3088
53.3101,-6.2556
53.3289,-6.2714
53.3080,-6.0173
53.2507,-6.0849
53.2965,-6.1375
53.3047,-6.3266
53.2549,-6.0981
53.2669,-6.2967
53.3423,-6.0250
53.2898,-6.0730
53.2669,-6.1035
53.2772,-6.1324
53.3391,-6.2410
53.3210,-6.2438
53.3230,-6.2811
53.3325,-6.2339
53.2517,-6.0373
53.3130,-6.1101
53.3125,-6.2159
53.3343,-6.2868
53.3446,-6.2759
53.2649,-6.1878
53.3321,-6.1326
53.3351,-6.2928
53.3129,-6.2361
53.3423,-6.2810
53.2593,-6.1496
53.3496,-6.0796
53.2753,-6.0499
53.2926,-6.1519
53.3074,-6.1564
53.2872,-6.0905
53.3179,-6.0913
53.3357,-6.0498
53.3214,-6.1388
53.2889,-6.0488
53.2779,-6.0488
53.2885,-6.2977
53.2646,-6.2546
53.2938,-6.0486
53.2707,-6.2486
53.3068,-6.2784
53.3367,-6.0405
53.2588,-6.3028
53.3491,-6.2352
53.2946,-6.1586
53.3045,-6.0102
53.2960,-6.0649
53.2709,-6.2242
53.3247,-6.0128
53.3309,-6.1030
53.3287,-6.1615
53.3303,-6.3451
53.3015,-6.0447
53.3496,-6.0580
53.2671,-6.1741
53.2830,-6.1172
53.2853,-6.1578
53.3358,-6.2999
53.2776,-6.3140
53.3287,-6.2917
53.2613,-6.0404
53.2782,-6.3436
53.3387,-6.2206
53.3133,-6.0531
53.3203,-6.1606
53.3365,-6.1954
53.2597,-6.1222
53.3437,-6.1467
53.3395,-6.2241
53.2821,-6.3380
53.3407,-6.3146
53.3030,-6.0855
53.3308,-6.2096
53.2841,-6.1024
53.3464,-6.2742
53.3156,-6.3398
53.2943,-6.3142
53.2852,-6.1593
53.2725,-6.0193
53.2524,-6.0892
53.3459,-6.2857
53.3380,-6.1147
53.3204,-6.1978
53.2621,-6.3123
53.3431,-6.1314
53.3480,-6.3017
53.2581,-6.1772
53.3094,-6.3387
53.2860,-6.0504
53.3442,-6.2960
53.3078,-6.2579
53.3471,-6.1433
53.3171,-6.1943
53.2874,-6.0573
53.3145,-6.1713
53.3096,-6.0592
53.3320,-6.1138
53.2554,-6.0627
53.2662,-6.0109
53.3080,-6.2324
53.2962,-6.2534
53.3478,-6.2184
53.2521,-6.2519
53.3433,-6.1491
53.3096,-6.0585
53.2811,-6.1897
53.3244,-6.1775
53.3221,-6.0930
53.3118,-6.1128
53.2919,-6.0614
53.3017,-6.1707
53.3402,-6.1818
53.2887,-6.2468
53.3439,-6.0989
53.3239,-6.0072
53.2741,-6.0938
53.3467,-6.3175
53.3427,-6.2817
53.3063,-6.0381
53.2539,-6.1296
53.2761,-6.2854
53.3369,-6.1135
53.2882,-6.1509
53.2557,-6.0184
53.2560,-6.3035
53.2667,-6.1129
53.3040,-6.1919
53.3087,-6.2777
53.3484,-6.1589
53.3466,-6.0697
53.3159,-6.0380
53.3048,-6.0944
53.2898,-6.3393
53.2634,-6.2413
53.3188,-6.2895
53.3466,-6.3006
53.2956,-6.0106
53.3286,-6.0467
53.2782,-6.3436
53.3458,-6.0032
53.2808,-6.0560
53.3192,-6.0192
53.3414,-6.2264
53.2888,-6.3302
53.2784,-6.2602
53.3332,-6.3058
53.3328,-6.3076
53.3272,-6.3436
53.3247,-6.1556
53.3320,-6.1600
53.3085,-6.3452
53.3360,-6.2668
53.3192,-6.2650
53.3220,-6.0525
53.3042,-6.2503
53.3332,-6.2457
53.3481,-6.0211
53.2586,-6.2813
53.2982,-6.0155
53.3350,-6.0328
53.2544,-6.2042
53.3418,-6.3445
53.2789,-6.3242
53.2895,-6.2935
53.2600,-6.0972
53.3243,-6.2822
53.2882,-6.1973
53.2607,-6.0343
53.2596,-6.0749
53.3091,-6.3328
53.3325,-6.2938
53.2960,-6.0900
53.2747,-6.3396
53.2535,-6.2258
53.2764,-6.2571
53.3317,-6.0882
53.2521,-6.0399
53.3366,-6.0217
53.2578,-6.2158
53.2543,-6.0515
53.3164,-6.1380
53.3030,-6.3362
53.3102,-6.1282
53.3464,-6.3221
53.2999,-6.0078
53.2701,-6.3418
53.2853,-6.2263
53.2509,-6.2096
53.2644,-6.0183
53.2801,-6.1897
53.2564,-6.2670
53.3331,-6.1244
53.3058,-6.3460
53.2705,-6.2874
53.2572,-6.0366
53.3336,-6.2648
53.3283,-6.2419
53.3416,-6.1001
53.2793,-6.3025
53.2585,-6.1046
53.3149,-6.0259
53.3326,-6.1271
53.3010,-6.3322
53.2891,-6.3077
53.3439,-6.2093
53.2813,-6.2111
53.3361,-6.0149
53.2884,-6.3300
53.2656,-6.0812
53.3301,-6.0661
53.2823,-6.1675
53.2613,-6.0955
53.3226,-6.2944
53.2949,-6.1801
53.2520,-6.1983
53.2552,-6.2808
53.2550,-6.1528
53.3398,-6.2304
53.2570,-6.3364
53.3397,-6.2630
53.3034,-6.1843
53.3494,-6.1758
53.3411,-6.2725
53.2944,-6.1914
53.2792,-6.0307
53.2769,-6.0197
53.3038,-6.0858
53.3424,-6.2412
53.2754,-6.0499
53.2739,-6.2316
53.3384,-6.1272
53.2876,-6.1475
53.3296,-6.1913
53.2717,-6.3269
53.3018,-6.0467
53.2552,-6.3090
53.2797,-6.1253
53.2955,-6.0650
53.2827,-6.1711
53.3421,-6.0610
53.3153,-6.0248
53.2601,-6.1482
53.3314,-6.0463
53.3055,-6.2396
53.2740,-6.0528
53.3492,-6.0277
53.2628,-6.1447
53.3020,-6.2813
53.2847,-6.1450
53.2564,-6.0516
53.3187,-6.2293
53.3064,-6.1204
53.3359,-6.2800
53.2706,-6.1956
53.2823,-6.3452
53.3313,-6.2202
53.2637,-6.2725
53.3274,-6.2940
53.3199,-6.1562
53.2579,-6.3175
53.2521,-6.0151
53.3107,-6.0876
53.3073,-6.1183
53.2987,-6.1512
53.3326,-6.3494
53.2725,-6.2625
53.3336,-6.0867
53.3048,-6.1575
53.2796,-6.2255
53.3266,-6.1484
53.3106,-6.0090
53.3414,-6.1935
53.2922,-6.0054
53.3430,-6.1377
53.3352,-6.0635
53.3470,-6.0708
53.2965,-6.2677
53.3171,-6.1218
53.2500,-6.0605
53.2618,-6.0598
53.2867,-6.2263
53.3241,-6.0799
53.3066,-6.3204
53.2749,-6.3283
53.2671,-6.2568
53.3365,-6.2315
53.2956,-6.2360
53.2657,-6.1399
53.2628,-6.1912
53.2839,-6.1908
53.3306,-6.0092
53.2547,-6.2514
53.3308,-6.2844
53.3313,-6.2125
53.3059,-6.1412
53.2948,-6.1549
53.2870,-6.2261
53.2686,-6.1689
53.2922,-6.0103
53.2811,-6.2261
53.3378,-6.0161
53.2817,-6.1041
53.3423,-6.2823
53.2843,-6.2696
53.2521,-6.2578
53.3182,-6.2487
53.3453,-6.1782
53.2713,-6.1029
53.2959,-6.2596
53.2952,-6.3179
53.2643,-6.3353
53.3029,-6.0795
53.2610,-6.1091
53.3121,-6.1767
53.2660,-6.0661
53.3210,-6.1720
53.3489,-6.2794
53.2987,-6.3080
53.2871,-6.0243
53.3304,-6.1068
53.2696,-6.2444
53.3023,-6.3346
53.2911,-6.2145
53.3163,-6.0375
53.2629,-6.1151
53.3233,-6.2800
53.3496,-6.0750
53.3224,-6.1147
53.2627,-6.0419
53.3380,-6.0156
53.2643,-6.3183
53.3277,-6.1462
53.3465,-6.2258
53.3306,-6.0272
53.2556,-6.0192
53.3112,-6.0661
53.2824,-6.2512
53.2529,-6.1219
53.3081,-6.0379
53.2870,-6.0481
53.2656,-6.1536
53.2919,-6.0868
53.2939,-6.3183
53.2741,-6.2031
53.2949,-6.0925
53.2648,-6.1572
53.3482,-6.3278
53.3380,-6.0242
53.3431,-6.0773
53.3165,-6.2321
53.3372,-6.1182
53.2603,-6.1026
53.2879,-6.3412
53.2719,-6.3289
53.3311,-6.0075
53.2762,-6.2899
53.2544,-6.2813
53.2904,-6.2997
53.2803,-6.3241
53.3227,-6.2338
53.2883,-6.0072
53.2709,-6.3140
53.3255,-6.0723
53.2957,-6.1470
53.3351,-6.1654
53.2563,-6.3363
53.3126,-6.3089
53.3207,-6.3164
53.3208,-6.0828
53.3397,-6.3313
53.2561,-6.1299
53.3290,-6.3008
53.3480,-6.3100
53.3325,-6.3320
53.2858,-6.1605
53.3211,-6.3122
53.2751,-6.2251
53.2968,-6.1651
53.2845,-6.3330
53.3432,-6.2178
53.3451,-6.0092
53.3458,-6.2029
53.3266,-6.2773
53.2960,-6.0372
53.3160,-6.1701
53.3110,-6.2456
53.3485,-6.0235
53.2965,-6.0119
53.3256,-6.0744
53.3401,-6.0015
53.3454,-6.0379
53.2966,-6.0174
53.3319,-6.1622
53.3211,-6.0194
53.3394,-6.2247
53.2870,-6.3103
53.3179,-6.0714
53.2652,-6.3441
53.3042,-6.0469
53.2584,-6.2243
53.2564,-6.2518
53.3257,-6.2601
53.2615,-6.1687
53.2938,-6.2660
53.3073,-6.2386
53.2836,-6.2283
53.3342,-6.2585
53.2736,-6.0680
53.2652,-6.2603
53.3488,-6.1002
53.3148,-6.1511
53.2862,-6.1580
53.3134,-6.0980
53.3311,-6.3232
53.2900,-6.3474
53.2566,-6.1693
53.2647,-6.3067
53.3330,-6.1035
53.2946,-6.0415
53.2886,-6.1875
53.2802,-6.0204
53.2719,-6.1532
53.2513,-6.3466
53.3239,-6.2263
53.3023,-6.2838
53.2998,-6.2666
53.3286,-6.2706
53.3230,-6.1591
53.2946,-6.3022
53.2612,-6.1118
53.3030,-6.0653
53.2932,-6.2090
53.2522,-6.1392
53.2545,-6.2301
53.3227,-6.1237
53.3401,-6.3272
53.3062,-6.1039
53.2910,-6.0365
53.3181,-6.0456
53.3319,-6.0226
53.3339,-6.2974
53.3436,-6.1631
53.2912,-6.2556
53.2842,-6.3460
53.3061,-6.0735
53.3211,-6.2089
53.3397,-6.0636
53.2748,-6.1059
53.2972,-6.0784
53.3068,-6.3036
53.2857,-6.0648
53.3029,-6.3013
53.2828,-6.3110
53.2570,-6.0730
53.2515,-6.2080
53.3357,-6.1399
53.2650,-6.3364
53.3360,-6.1704
53.3276,-6.2976
53.2789,-6.1537
53.2893,-6.0626
53.3427,-6.1268
53.3222,-6.2161
53.3266,-6.0340
53.3366,-6.1949
53.3440,-6.0805
53.2721,-6.2944
53.2678,-6.1045
53.2738,-6.0329
53.2636,-6.2512
53.3167,-6.1406
53.2970,-6.1893
53.2929,-6.3214
53.3480,-6.2859
53.3449,-6.2007
53.2780,-6.2964
53.3457,-6.2284
53.2992,-6.2986
53.2893,-6.0603
53.3419,-6.2621
53.2601,-6.2531
53.3417,-6.1037
53.3271,-6.2478
53.2653,-6.2279
53.3369,-6.2987
53.2780,-6.0539
53.3396,-6.2358
53.2993,-6.1602
53.3146,-6.2088
53.2950,-6.1870
53.3366,-6.1926
53.2885,-6.0786
53.3065,-6.1534
53.2909,-6.2060
53.2587,-6.3179
53.3458,-6.0538
53.2789,-6.0178
53.3302,-6.1217
53.2700,-6.0811
53.2941,-6.2636
53.2792,-6.2163
53.3377,-6.3153
53.3272,-6.0243
53.3207,-6.3233
53.2628,-6.0725
53.3447,-6.3151
53.3125,-6.3356
53.2676,-6.2622
53.3240,-6.2596
53.2660,-6.0900
53.2574,-6.2716
53.2620,-6.0560
53.3111,-6.2467
53.2627,-6.0661
53.2755,-6.0119
53.3343,-6.1834
53.2791,-6.1265
53.3374,-6.2904
53.3085,-6.1023
53.2882,-6.2969
53.3025,-6.2961
53.2676,-6.0481
53.3403,-6.1329
53.3160,-6.0643
53.2682,-6.0842
53.3039,-6.2489
53.3371,-6.2463
53.2974,-6.2992
53.2625,-6.3417
53.2741,-6.3202
53.2800,-6.0822
53.2527,-6.0393
53.3165,-6.1740
53.3114,-6.3160
53.2931,-6.3390
53.3294,-6.1481
53.2772,-6.1325
53.2508,-6.3075
53.3477,-6.2448
53.2881,-6.3207
53.2897,-6.2385
53.2820,-6.2706
53.3319,-6.2253
53.3341,-6.2804
53.2519,-6.1567
53.2694,-6.3068
53.2573,-6.0603
53.3139,-6.1536
53.2719,-6.0493
53.2938,-6.1803
53.3025,-6.3346
53.3198,-6.0756
53.3123,-6.2647
53.2543,-6.1817
53.3326,-6.2213
53.3018,-6.1149
53.2939,-6.0356
53.3306,-6.0565
53.2911,-6.0464
53.2857,-6.0802
53.2840,-6.1306
53.3396,-6.2118
53.2923,-6.0176
53.2760,-6.1775
53.3163,-6.0339
53.3349,-6.2485
53.3115,-6.2380
53.3361,-6.2055
53.2723,-6.3205
53.2823,-6.1949
53.3030,-6.0013
53.2809,-6.1755
53.2740,-6.2709
53.2943,-6.2184
53.3082,-6.0519
53.3126,-6.1263
53.2652,-6.0933
53.2556,-6.3473
53.2628,-6.2160
53.3086,-6.1409
53.2888,-6.3404
53.3058,-6.2647
53.2815,-6.1016
53.3032,-6.3131
53.2999,-6.3441
53.2874,-6.1319
53.3355,-6.2296
53.2793,-6.2881
53.3487,-6.2872
53.3481,-6.1523
53.2588,-6.0618
53.3401,-6.2884
53.3050,-6.2415
53.3499,-6.0349
53.2712,-6.3499
53.3187,-6.2453
53.3443,-6.1510
53.2726,-6.2342
53.2692,-6.3217
53.2843,-6.3190
53.3314,-6.0217
53.3399,-6.1367
53.3468,-6.2100
53.2673,-6.1425
53.3435,-6.0129
53.2785,-6.2841
53.3223,-6.0951
53.3156,-6.1957
53.3393,-6.0549
53.2984,-6.1119
53.3361,-6.1972
53.3096,-6.2171
53.2596,-6.1149
53.3008,-6.1477
53.2976,-6.1298
53.3113,-6.2258
53.2729,-6.1988
53.2538,-6.0856
53.3390,-6.1164
53.3492,-6.2308
53.3004,-6.2949
53.2501,-6.2082
53.2826,-6.1371
53.2937,-6.1882
53.3198,-6.1440
53.3319,-6.2090
53.3321,-6.1258
53.3014,-6.0815
53.2634,-6.1157
53.2944,-6.0143
53.3232,-6.1305
53.2601,-6.1012
53.2913,-6.0314
53.3330,-6.2831
53.2734,-6.2325
53.3466,-6.0208
53.3066,-6.2010
53.3019,-6.2461
53.3227,-6.2740
53.2676,-6.2370
53.2993,-6.1340
53.2958,-6.2561
53.3115,-6.0545
53.2730,-6.3497
53.3441,-6.0934
53.3355,-6.2036
53.2677,-6.0856
53.2724,-6.3123
53.3112,-6.1754
53.2877,-6.0569
53.3050,-6.2602
53.2655,-6.0344
53.2856,-6.3079
53.3167,-6.2332
53.3276,-6.2849
53.3382,-6.2677
53.3451,-6.2752
53.3087,-6.0230
53.2511,-6.2354
53.3115,-6.0870
53.3342,-6.2118
53.2833,-6.2131
53.3321,-6.3306
53.2944,-6.0134
53.2606,-6.2377
53.2998,-6.0578
53.2677,-6.1415
53.3184,-6.3094
53.3341,-6.1971
53.2709,-6.0227
53.3330,-6.1122
53.2832,-6.2328
53.3131,-6.3043
53.3290,-6.0704
53.3145,-6.1265
53.2976,-6.1839
53.2723,-6.0092
53.2705,-6.2224
53.3294,-6.1322
53.3289,-6.3384
53.2718,-6.1800
53.3446,-6.0443
53.3459,-6.2171
53.2818,-6.3384
53.2562,-6.3249
53.2902,-6.2111
53.2532,-6.1695
53.2877,-6.1075
53.3005,-6.0051
53.2705,-6.0117
53.3205,-6.1407
53.3236,-6.2942
53.3068,-6.1526
53.3272,-6.3230
53.3134,-6.2004
53.3310,-6.1702
53.3269,-6.2082
53.2918,-6.3338
53.2698,-6.1011
53.2581,-6.0281
53.2601,-6.3218
53.2882,-6.1739
53.3189,-6.1359
53.2688,-6.2349
53.2705,-6.2060
53.3072,-6.2503
53.2829,-6.0770
53.3393,-6.2234
53.2915,-6.2900
53.2696,-6.2890
53.2927,-6.2163
53.3260,-6.2242
53.2603,-6.1888
53.2769,-6.0318
53.2661,-6.1640
53.2963,-6.3065
53.3318,-6.2372
53.3084,-6.0636
53.3293,-6.1242
53.2812,-6.0256
53.2882,-6.0240
53.2872,-6.1969
53.2890,-6.2002
53.3445,-6.1173
53.3181,-6.1640
53.2803,-6.0217
53.3016,-6.1323
53.3172,-6.1047
53.3076,-6.2421
53.2976,-6.2142
53.2526,-6.1748
53.2610,-6.1289
53.2980,-6.2874
53.3112,-6.2364
53.2813,-6.1397
53.3290,-6.2436
53.2761,-6.0653
53.2752,-6.1092
53.3232,-6.3099
53.2525,-6.2865
53.2905,-6.1660
53.2974,-6.0563
53.2953,-6.1401
53.3370,-6.0924
53.3257,-6.1562
53.2850,-6.2898
53.2959,-6.2478
53.2770,-6.3460
53.3004,-6.2162
53.3300,-6.2844
53.3028,-6.3395
53.2623,-6.2911
53.2979,-6.2810
53.3425,-6.2470
53.2531,-6.2718
53.3312,-6.0785
53.2542,-6.1472
53.3462,-6.1218
53.3289,-6.2296
53.2987,-6.2351
53.2748,-6.0129
53.2595,-6.2894
53.3376,-6.0686
53.3071,-6.0544
53.2753,-6.2374
53.2935,-6.0678
53.3342,-6.0070
53.3128,-6.3024
53.3454,-6.1982
53.2904,-6.0230
53.2514,-6.0527
53.2764,-6.2327
53.2858,-6.0323
53.3132,-6.3067
53.3445,-6.0262
53.3150,-6.0715
53.2728,-6.1140
53.2940,-6.0104
53.3060,-6.1182
53.3181,-6.3403
53.2783,-6.2498
53.3311,-6.0757
53.3059,-6.2708
53.3054,-6.2745
53.2538,-6.0681
53.2860,-6.2551
53.2688,-6.1055
53.2643,-6.2629
53.2926,-6.0198
53.3425,-6.3438
53.2660,-6.1115
53.3062,-6.3266
53.3151,-6.0394
53.3450,-6.2879
53.2786,-6.0487
53.3044,-6.1484
53.3042,-6.1250
53.3460,-6.1747
53.2881,-6.1062
53.2640,-6.0555
53.2612,-6.1864
53.2961,-6.0846
53.3406,-6.0133
53.2866,-6.1713
53.2697,-6.2743
53.3243,-6.0770
53.2570,-6.2860
53.3086,-6.3164
53.2911,-6.0135
53.2826,-6.3169
53.2832,-6.1260
53.3247,-6.1043
53.3416,-6.2605
53.2690,-6.1368
53.3050,-6.0311
53.2895,-6.2333
53.3318,-6.1952
53.2538,-6.1479
53.2952,-6.1558
53.3098,-6.0275
53.2631,-6.0389
53.2933,-6.2050
53.3472,-6.3243
53.2814,-6.1889
53.3125,-6.1937
53.3047,-6.0612
53.3287,-6.2098
53.2565,-6.2234
53.3344,-6.0540
53.2717,-6.1286
53.2835,-6.2646
53.3140,-6.2382
53.3477,-6.1758
53.2880,-6.3421
53.2748,-6.0453
53.2928,-6.2857
53.2803,-6.3420
53.2894,-6.1694
53.3337,-6.2670
53.2744,-6.2141
53.2570,-6.0432
53.2559,-6.0817
53.3022,-6.0237
53.2752,-6.0944
53.3200,-6.1713
53.2532,-6.0127
53.3204,-6.2359
53.3212,-6.1661
53.3138,-6.0359
53.2679,-6.2061
53.2638,-6.3289
53.2897,-6.2438
53.3452,-6.2104
53.2698,-6.2407
53.2720,-6.2255
53.3429,-6.2857
53.2762,-6.3068
53.2719,-6.1282
53.3099,-6.0791
53.2780,-6.0553
53.3000,-6.3260
53.3115,-6.0026
53.2590,-6.1665
53.2923,-6.0903
53.3050,-6.1220
53.3439,-6.1225
53.3256,-6.0757
53.2984,-6.3118
53.3421,-6.0193
53.2570,-6.1286
53.3470,-6.3105
53.2635,-6.2039
53.2699,-6.0892
53.3480,-6.1510
53.2700,-6.1537
53.2936,-6.2959
53.2895,-6.3133
53.2579,-6.2777
53.2614,-6.0013
53.2895,-6.0675
53.2989,-6.0460
53.2687,-6.2620
53.2521,-6.3170
53.2847,-6.0308
53.3364,-6.1772
53.2611,-6.3273
53.3331,-6.2354
53.3068,-6.1208
53.3042,-6.2228
53.3468,-6.1943
53.2686,-6.1868
53.2840,-6.1521
53.3308,-6.2645
53.2900,-6.2236
53.2927,-6.2451
53.3377,-6.0479
53.3219,-6.1206
53.2803,-6.2251
53.3244,-6.1186
53.2851,-6.2167
53.2853,-6.2826
53.3096,-6.2612
53.3057,-6.3345
53.2758,-6.1721
53.2939,-6.1006
53.2971,-6.0690
53.2706,-6.2034
53.3285,-6.2819
53.3057,-6.2620
53.2994,-6.3365
53.3002,-6.0371
53.2744,-6.1773
53.3181,-6.2035
53.3396,-6.0677
53.3328,-6.1204
53.2975,-6.2539
53.2702,-6.1008
53.3344,-6.0616
53.3386,-6.2259
53.2870,-6.3218
53.2829,-6.0176
53.2551,-6.0673
53.3492,-6.1659
53.2786,-6.1585
53.3333,-6.2984
53.3341,-6.1838
53.2735,-6.0817
53.3093,-6.1902
53.2550,-6.2898
53.2638,-6.3083
53.2901,-6.2001
53.3429,-6.2673
53.3264,-6.0584
53.2779,-6.1093
53.2767,-6.2045
53.3500,-6.0138
53.3487,-6.0575
53.2540,-6.0308
53.3432,-6.2727
53.2665,-6.2194
53.2503,-6.2462
53.2514,-6.0360
53.2918,-6.3307
53.3391,-6.0141
53.3316,-6.0400
53.2591,-6.1726
53.3211,-6.1078
53.2781,-6.2505
53.2748,-6.3058
53.3161,-6.1513
53.3083,-6.0094
53.3171,-6.1158
53.3428,-6.2330
53.2775,-6.0480
53.3480,-6.1320
53.3313,-6.0783
53.2504,-6.2575
53.3310,-6.0477
53.3254,-6.0922
53.3407,-6.1916
53.3340,-6.1066
53.2862,-6.1620
53.3310,-6.0293
53.2752,-6.1945
53.2761,-6.2135
53.3056,-6.2213
53.2608,-6.0540
53.3227,-6.2830
53.2538,-6.1595
53.2765,-6.0608
53.2889,-6.3136
53.2581,-6.0715
53.3483,-6.1627
53.3435,-6.1315
53.2564,-6.2539
53.3343,-6.3323
53.2914,-6.1415
53.2879,-6.1836
53.2504,-6.0128
53.2693,-6.1809
53.3239,-6.0983
53.2711,-6.0536
53.2730,-6.1157
53.3172,-6.1412
53.3464,-6.1029
53.3294,-6.1158
53.3454,-6.1197
53.2973,-6.2011
53.3320,-6.1509
53.2566,-6.3263
53.2615,-6.1439
53.3150,-6.1861
53.3396,-6.0004
53.2901,-6.0895
53.3130,-6.2427
53.2832,-6.2039
53.2700,-6.0398
53.3083,-6.1230
53.3069,-6.0583
53.3374,-6.1472
53.3132,-6.2533
53.3113,-6.2825
53.3074,-6.2254
53.3020,-6.0986
